Date,Close/Last,Volume,Open,High,Low
09/25/2024,570.04,38428590,571.14,571.89,568.91
09/24/2024,571.3,46805670,570.48,571.36,567.6
09/23/2024,569.67,44116920,569.34,570.3325,568.1
09/20/2024,568.25,77503110,567.84,569.31,565.17
09/19/2024,570.98,75315470,571.01,572.88,568.08
09/18/2024,561.4,59044940,563.74,568.69,560.83
09/17/2024,563.07,49320970,565.1,566.58,560.795
09/16/2024,562.84,36656120,561.74,563.11,559.9
09/13/2024,562.01,39310500,559.71,563.03,559.45
9/12/2024,559.09,51892740,555.01,559.4,552.74
9/11/2024,554.42,75248610,548.7,555.36,539.96
9/10/2024,548.79,36394580,548.36,549.15,543.38
9/9/2024,546.41,40445820,544.65,547.71,542.68
9/6/2024,540.36,68493810,549.94,551.6,539.44
9/5/2024,549.61,44264260,550.89,553.7995,547.1
9/4/2024,550.95,47224940,550.2,554.43,549.46
9/3/2024,552.08,60600110,560.47,560.81,549.51
08/30/2024,563.68,62700110,560.77,564.2,557.14
08/29/2024,558.35,38715180,560.31,563.68,557.18
08/28/2024,558.3,41066020,561.21,561.65,555.04
08/27/2024,561.56,32693900,559.49,562.06,558.32
08/26/2024,560.79,35788610,563.18,563.91,559.05
08/23/2024,562.13,50639390,559.53,563.09,557.29
08/22/2024,556.22,56121460,562.56,563.18,554.98
08/21/2024,560.62,41514600,559.77,562.11,554.73
08/20/2024,558.7,33732260,559.15,560.84,557.325
08/19/2024,559.61,39121790,554.73,559.61,553.86
08/16/2024,554.31,44430730,551.42,555.02,551.26
08/15/2024,553.07,60846810,549.5,553.36,548.88
08/14/2024,543.75,42446930,542.85,544.96,540.12
08/13/2024,542.04,52333070,536.53,542.28,536.28
8/12/2024,533.27,42542070,534.21,535.73,530.95
8/9/2024,532.99,45619560,529.81,534.51,528.56
8/8/2024,530.65,63276590,523.91,531.29,521.84
8/7/2024,518.66,70698340,528.47,531.59,518.0519
8/6/2024,522.15,84826310,519.22,529.75,517.87
8/5/2024,517.38,146267400,511.64,523.58,510.27
8/2/2024,532.9,82789070,535.75,536.99,528.6
8/1/2024,543.01,76428730,552.57,554.8688,539.43
07/31/2024,550.81,65663390,548.98,553.5,547.5799
07/30/2024,542,46853630,546.26,547.34,538.515
07/29/2024,544.76,39515820,546.02,547.05,542.72
07/26/2024,544.44,53763790,542.28,547.19,541.49
07/25/2024,538.41,61158290,541.35,547.455,537.45
07/24/2024,541.23,74515270,548.86,549.17,540.29
07/23/2024,553.78,34439560,554.54,556.735,553.275
07/22/2024,554.65,43346720,553,555.27,551.02
07/19/2024,548.99,65509080,552.42,554.08,547.91
07/18/2024,552.66,56270390,558.51,559.52,550.43
07/17/2024,556.94,57118960,558.8,560.51,556.61
07/16/2024,564.86,36475260,562.865,565.16,562.1
07/15/2024,561.53,40584290,562.03,564.8371,559.63
7/12/2024,559.99,53084410,557.63,563.67,557.15
7/11/2024,556.48,53054180,561.44,562.33,555.83
7/10/2024,561.32,38701220,557.07,561.67,556.77
7/9/2024,555.82,27314130,556.26,557.18,555.52
7/8/2024,555.28,36110450,555.44,556.2501,554.19
7/5/2024,554.64,41488390,551.77,555.05,551.12
7/3/2024,551.46,32789910,548.69,551.83,548.65
7/2/2024,549.01,40434790,543.7,549.01,543.65
7/1/2024,545.34,40297810,545.63,545.88,542.52
06/28/2024,544.22,76144540,547.16,550.28,542.95
06/27/2024,546.37,35041480,545.37,546.96,544.61
06/26/2024,545.51,38550640,543.69,546.24,543.03
06/25/2024,544.83,38273350,543.99,545.2,542.44
06/24/2024,542.74,45528650,544.33,546.95,542.62
06/21/2024,544.51,64513860,544.4,545.65,543.02
06/20/2024,547,70328230,549.44,550.12,545.18
06/18/2024,548.49,41376420,547.16,548.62,546.73
