Date,Close/Last,Volume,Open,High,Low
06/17/2024,547.1,55839460,542.08,548.53,541.6072
06/14/2024,542.78,40089900,540.88,542.81,539.85
06/13/2024,542.45,44760950,543.15,543.325,539.59
6/12/2024,541.36,63251310,541.63,544.12,540.3
6/11/2024,536.95,36383410,534.07,537.01,532.05
6/10/2024,535.66,35729250,533.18,535.99,532.57
6/7/2024,534.01,43224530,533.66,536.89,532.535
6/6/2024,534.66,30808530,534.98,535.42,532.68
6/5/2024,534.67,47610370,530.77,534.69,528.7254
6/4/2024,528.39,34632660,526.46,529.15,524.96
6/3/2024,527.8,46835700,529.02,529.31,522.6
05/31/2024,527.37,90785760,523.59,527.5,518.36
05/30/2024,522.61,46468510,524.52,525.2,521.33
05/29/2024,526.1,45190320,525.68,527.31,525.37
05/28/2024,529.81,36269600,530.27,530.51,527.11
05/24/2024,529.44,41291080,527.85,530.27,526.881
05/23/2024,525.96,57211200,532.96,533.07,524.72
05/22/2024,529.83,48389970,530.65,531.38,527.6
05/21/2024,531.36,33437000,529.28,531.52,529.07
05/20/2024,530.06,37764210,529.57,531.5601,529.17
05/17/2024,529.45,59187590,528.81,529.52,527.32
05/16/2024,528.69,50244830,529.88,531.5218,528.54
05/15/2024,529.78,59504900,525.83,530.08,525.18
05/14/2024,523.3,57535870,521.11,523.83,520.56
05/13/2024,520.91,36716360,522.56,522.67,519.74
5/10/2024,520.84,52233170,521.81,522.635,519.59
5/9/2024,520.17,43643670,517.38,520.2074,516.705
5/8/2024,517.19,42047210,515.26,517.74,515.14
5/7/2024,517.14,52561300,517.56,518.57,516.45
5/6/2024,516.57,47264700,513.75,516.61,513.3
5/3/2024,511.29,72756710,511.16,512.55,508.56
5/2/2024,505.03,62550180,504.15,505.89,499.55
5/1/2024,500.35,80242840,501.38,508.19,499.865
04/30/2024,501.98,77483570,508.56,509.56,501.98
04/29/2024,510.06,46415450,510.09,510.75,507.25
04/26/2024,508.26,64306120,506.35,509.88,505.7
04/25/2024,503.49,69122370,499.18,504.27,497.49
04/24/2024,505.41,55928080,506.56,507.37,503.13
04/23/2024,505.65,64633620,501.78,506.09,499.5328
04/22/2024,499.72,67961050,497.83,502.38,495.43
04/19/2024,495.16,102212600,499.44,500.455,493.86
04/18/2024,499.52,74548090,501.98,504.13,498.56
04/17/2024,500.55,75910310,506.05,506.22,499.12
04/16/2024,503.53,73484020,504.94,506.5,502.21
04/15/2024,504.45,92101450,515.13,515.3,503.58
4/12/2024,510.85,92561090,514.37,515.815,509.08
4/11/2024,518,70099010,515.68,519.48,512.08
4/10/2024,514.12,82652810,513.48,516.16,512.09
4/9/2024,519.32,68124390,520.5,520.75,514.35
4/8/2024,518.72,48401750,519.15,520.18,517.89
4/5/2024,518.43,74546480,514.46,520.44,514.01
4/4/2024,513.07,96858070,523.52,523.8674,512.755
4/3/2024,519.41,59155760,517.72,520.95,517.665
4/2/2024,518.84,74230310,518.24,518.98,516.48
4/1/2024,522.16,62477540,523.83,524.38,520.97
03/28/2024,523.07,96294890,523.21,524.61,522.78
03/27/2024,523.17,82999780,521.71,523.21,519.485
03/26/2024,518.81,65463740,521.23,521.58,518.4
03/25/2024,519.77,48512110,519.8,520.95,519.61
03/22/2024,521.21,79070840,522.11,522.605,520.97
03/21/2024,522.2,60256110,523.39,524.11,521.91
03/20/2024,520.48,69594570,515.77,520.62,515.08
