date,strategy_nav,benchmark_nav,premium_pct,sigma_used
2024-04-09,1.2813323044248328,1.2688972649467796,0.0003131888970480294,0.09534464737903164
2024-04-19,1.222100522874589,1.2098652777940504,0.00029556105308777795,0.09428609581304699
2024-05-01,1.235581897468871,1.2225464517807316,0.0005498378948395543,0.1072093898174655
2024-05-13,1.2743062055923513,1.2727822763288914,0.0013409481013019588,0.13439359378503823
2024-05-23,1.2879849335771165,1.2851213015986571,0.0010397257205925284,0.12526116645282773
2024-06-05,1.3100599793084045,1.306402982421842,0.0005791550681246159,0.10847169970901253
2024-06-17,1.3407511673554762,1.3367744243680955,0.00017917326068146752,0.08614093582650052
2024-06-28,1.3381680926982862,1.334027279544768,0.00012846723200459102,0.08156207850502697
2024-07-11,1.3683884812578635,1.3640798523645137,5.569757914841468e-05,0.07223046069803399
2024-07-23,1.36181356275757,1.3574618630150794,4.675182206537546e-05,0.07058725359639995
2024-08-02,1.3110198303882712,1.3062790798650001,0.0004061720491050749,0.10044428235492492
2024-08-14,1.3410790701707096,1.3328752461299789,0.0025678869092509607,0.16512663006439177
2024-08-26,1.3881166574085528,1.3746446512192803,0.005074432435856131,0.21539450277294447
2024-09-06,1.3435134006249168,1.3245655044407736,0.0042984020123375205,0.2007999454434288
2024-09-18,1.3872890155555189,1.3761403649029853,0.0025829388156758267,0.16546472681258337
2024-09-30,1.4239786086748747,1.4107517554074702,0.0012959103691590624,0.13308892592838323
2024-10-10,1.4318670946324312,1.4165790044590376,0.0014091518466710171,0.13633497618495527
2024-10-22,1.4502435569127692,1.434257709201006,0.000354058240930681,0.0976767579472253
2024-11-01,1.4199976455107182,1.4040637741316127,0.00019621330710781093,0.08749805617981626
2024-11-13,1.4635948605068938,1.4683609307517194,0.0007023149890473644,0.11345231345992542
2024-11-25,1.466207720285331,1.4691971581440018,0.0012157371535504067,0.13071788789524832
2024-12-06,1.493589288478892,1.494473279739735,0.0014710582724033736,0.13806375423731648
2024-12-18,1.4408064588070832,1.4415357974626635,8.257940789801804e-05,0.07629149782675768
2024-12-31,1.4466903678042675,1.4458941349905348,0.0010603620920448965,0.12592097877313282
2025-01-14,1.4395465755049048,1.4362971238448947,0.0016993987345662956,0.144200682198297
2025-01-27,1.485390146061144,1.4786811407520035,0.0023366141129970296,0.15984316019457748
2025-02-06,1.5053271894348779,1.495827324863392,0.0018264995073127743,0.1474757528597953
2025-02-19,1.5236985380175077,1.5121345247888973,0.001302429872640629,0.13327895367929332
2025-03-03,1.4519417293910397,1.4401952299966105,0.00048083017289649813,0.1040936461382964
2025-03-13,1.373644001585774,1.3603857489392668,0.0014895185786509084,0.13857348062732172
2025-03-25,1.4191790201585346,1.423964760826331,0.003149068113858954,0.1777509821974114
2025-04-04,1.2527494421564402,1.2503054489021035,0.004683052573406939,0.20811183624134721
2025-04-16,1.3046433633442773,1.3007351679335284,0.011424022587077372,0.32180147664561976
2025-04-29,1.37460234226483,1.3716539896278708,0.023623067334832503,0.5053215545945077
2025-05-09,1.4332830958773222,1.3964484381194413,0.02461294349065106,0.5197688013858967
2025-05-21,1.487128549606554,1.4422756902341125,0.00756791235737879,0.2591706632096712
2025-06-03,1.5247635532150412,1.4750130737107645,0.0026087394832128926,0.16604272309085596
2025-06-13,1.5308451721077085,1.4772649146171248,0.0024619069608879138,0.16272673253819359
2025-06-26,1.5752136082118944,1.518536412151058,0.0010451908018071507,0.12543646819492277
2025-07-09,1.6072457290954774,1.5487894651276715,0.0004125891517799982,0.10077137238110964
2025-07-21,1.619952127253512,1.560478729461218,0.00035834198969853317,0.09791234203262235
2025-07-31,1.6286128416102943,1.5686935149263912,8.200533161687986e-05,0.07621474448269411
2025-08-12,1.656000147575943,1.5950251821608807,3.0608279252685844e-05,0.0669645729009868
2025-08-22,1.6636505529145875,1.601527692489476,0.0005430649563736426,0.10691290177888667
2025-09-04,1.6748101664099806,1.6109833413854682,0.0008037639459545572,0.11724002234881363
2025-09-16,1.7034216059814262,1.637985215775384,0.0003222792310130365,0.09587742069030314
2025-09-26,1.7132172249344344,1.6470556793432463,0.0002129810739688338,0.08876623287631612
2025-10-08,1.7425832242205257,1.6751529197239319,8.177852482535774e-05,0.07618432382910521
2025-10-20,1.737923140593221,1.6706484721352113,1.4738174668439135e-05,0.06167941202932121
2025-10-30,1.762256244090425,1.6918770081039778,0.001294490036027475,0.1330474731129727
2025-11-11,1.7734472072733738,1.699766032458641,0.0016874780287480574,0.14388872464305436
2025-11-21,1.7126340416807144,1.640112388348902,0.0008042724579167282,0.11725841071103897
2025-12-04,1.7668789849444138,1.7032253489622091,0.0016734001214092475,0.14351920206571694
2025-12-16,1.7553904402300875,1.6894877869831715,0.0015634478004848869,0.1405896854900956
2025-12-29,1.785318568321471,1.716894297411624,0.0008274847857158586,0.11809200430696921
2025-12-31,1.7702487909508815,1.702092919413027,0.00018007293427885028,0.08621448700807953
