S,K,sigma,T,r,price,vega,theta,rho
100.0,100.0,0.13684210526315788,1.7833333333333334,0.02,9.039952458623773,51.13245010100109,-3.006537324412135,93.15610844963979
100.0,100.0,0.13684210526315788,1.7833333333333334,0.04,10.999109100474982,47.43903728262498,-4.120120539354117,102.54298571188976
100.0,100.0,0.13684210526315788,1.7833333333333334,0.06,13.13189570384381,42.36734527373178,-5.3421810727757375,110.467853649152
100.0,100.0,0.13684210526315788,1.7833333333333334,0.08,15.406457316365447,36.42359082378602,-6.632274784855141,116.69270343591221
100.0,100.0,0.13684210526315788,1.7833333333333334,0.1,17.787609764387213,30.143271576358867,-7.948451117389496,121.1230345499724
100.0,100.0,0.13684210526315788,2.0,0.0,7.708458269439454,56.15545363344408,-1.921107624302034,92.29154173056054
100.0,100.0,0.13684210526315788,2.0,0.02,9.678191190805713,53.88018881376339,-2.888162452916127,104.48928356031698
100.0,100.0,0.13684210526315788,2.0,0.04,11.878406701108098,49.53502601642961,-3.999586760674055,115.24837247928373
100.0,100.0,0.13684210526315788,2.0,0.06,14.275380106938272,43.63568513137924,-5.215858900972238,124.10197154925618
100.0,100.0,0.13684210526315788,2.0,0.08,16.827877896138943,36.83132311331173,-6.49087064315621,130.77129236357285
100.0,100.0,0.13684210526315788,2.0,0.1,19.49111732468812,29.78783634913117,-7.778040240509451,135.1796536239414
100.0,100.0,0.16578947368421051,0.05,0.0,1.478860306837312,8.91908825293779,-14.78690947197581,2.4630284923290673
100.0,100.0,0.16578947368421051,0.05,0.02,1.5286339298464497,8.911387096357576,-15.779868772261523,2.514317518119126
100.0,100.0,0.16578947368421051,0.05,0.04,1.5794322261295832,8.897216270025773,-16.803039494725603,2.5654893351299077
100.0,100.0,0.16578947368421051,0.05,0.06,1.631252463129151,8.876606660572245,-17.856285634792798,2.616505142677083
100.0,100.0,0.16578947368421051,0.05,0.08,1.6840911348056622,8.849603129950145,-18.93943270391404,2.66732640726767
100.0,100.0,0.16578947368421051,0.05,0.1,1.7379439678186728,8.816264352720308,-20.052268161225847,2.7179149461210885
100.0,100.0,0.16578947368421051,0.26666666666666666,0.0,3.4144343489750213,20.582424413288223,-6.398154957420188,12.878075420136666
100.0,100.0,0.16578947368421051,0.26666666666666666,0.02,3.677911706550617,20.487818498267703,-7.378893313186495,13.468628031684057
100.0,100.0,0.16578947368421051,0.26666666666666666,0.04,3.9531298430742083,20.314658308478872,-8.422679256043349,14.051738677322904
100.0,100.0,0.16578947368421051,0.26666666666666666,0.06,4.23991528030691,20.064943480893636,-9.527908468949635,14.624956368658479
100.0,100.0,0.16578947368421051,0.26666666666666666,0.08,4.538046386608912,19.74153756447172,-10.692537246626571,15.185921306270828
100.0,100.0,0.16578947368421051,0.26666666666666666,0.1,4.847255467850225,19.348113365231278,-11.914109600336392,15.73239127620971
100.0,100.0,0.16578947368421051,0.48333333333333334,0.0,4.595682805999729,27.689316839233957,-4.748893722881323,23.056043321883397
100.0,100.0,0.16578947368421051,0.48333333333333334,0.02,5.070639637454519,27.45906661302305,-5.720515213081301,24.435179275312226
100.0,100.0,0.16578947368421051,0.48333333333333334,0.04,5.572875520962462,27.039866314914924,-6.771205124457852,25.782163526684567
100.0,100.0,0.16578947368421051,0.48333333333333334,0.06,6.101642210895086,26.440432159465594,-7.897173628046664,27.086576461757506
100.0,100.0,0.16578947368421051,0.48333333333333334,0.08,6.655989852490116,25.673069592022806,-9.093639704166876,28.338710532344223
100.0,100.0,0.16578947368421051,0.48333333333333334,0.1,7.23478316451552,24.75325332865866,-10.354945698004398,29.52976000037001
100.0,100.0,0.16578947368421051,0.7000000000000001,0.0,5.529272391806124,33.297727210673756,-3.9431519065271545,33.064754662867855
100.0,100.0,0.16578947368421051,0.7000000000000001,0.02,6.2138583226170425,32.89746714385026,-4.906689615541835,35.38279246090068
100.0,100.0,0.16578947368421051,0.7000000000000001,0.04,6.944053343772943,32.17260277947815,-5.9597008371115985,37.62127862619234
100.0,100.0,0.16578947368421051,0.7000000000000001,0.06,7.718010113634193,31.14481793240695,-7.095768981720225,39.75494667836671
100.0,100.0,0.16578947368421051,0.7000000000000001,0.08,8.533400179564985,29.844290601014556,-8.306885532931087,41.761065718016795
100.0,100.0,0.16578947368421051,0.7000000000000001,0.1,9.387471087649338,28.30822170464238,-9.583726278649495,43.62005806380344
100.0,100.0,0.16578947368421051,0.9166666666666667,0.0,6.325822467236478,38.0757086153736,-3.443210013543354,42.93399803584995
100.0,100.0,0.16578947368421051,0.9166666666666667,0.02,7.218353737719653,37.47746492267332,-4.399244606963524,46.29781487211638
100.0,100.0,0.16578947368421051,0.9166666666666667,0.04,8.176711972383472,36.39979243076626,-5.452018987996887,49.508321441871374
100.0,100.0,0.16578947368421051,0.9166666666666667,0.06,9.197345773203928,34.88462805607438,-6.592175049069492,52.51791776284488
100.0,100.0,0.16578947368421051,0.9166666666666667,0.08,10.27581252273518,32.989503213264484,-7.80816458198796,55.28535015925356
100.0,100.0,0.16578947368421051,0.9166666666666667,0.1,11.406920035741365,30.783921530281805,-9.086766917401208,57.77711266730379
100.0,100.0,0.16578947368421051,1.1333333333333335,0.0,7.03205804374079,42.30559526484771,-3.0943333997895572,52.68183377521357
100.0,100.0,0.16578947368421051,1.1333333333333335,0.02,8.130953568272766,41.48531221630171,-4.043254329526672,57.17204339069955
100.0,100.0,0.16578947368421051,1.1333333333333335,0.04,9.317229525011612,40.01547986315731,-5.094100578967154,61.40603291572806
100.0,100.0,0.16578947368421051,1.1333333333333335,0.06,10.584966418526797,37.9663467036898,-6.234336772642672,65.30618928005335
100.0,100.0,0.16578947368421051,1.1333333333333335,0.08,11.926817220485091,35.432900367635234,-7.448675252734066,68.8078875196369
100.0,100.0,0.16578947368421051,1.1333333333333335,0.1,13.334294631774199,32.527576762455034,-8.719915920672943,71.86206460927583
100.0,100.0,0.16578947368421051,1.35,0.0,7.672958638447014,46.138403976744954,-2.8330598933089,62.32075291904827
100.0,100.0,0.16578947368421051,1.35,0.02,8.976709628302523,45.07476393946809,-3.7751543169746826,67.99988164667994
100.0,100.0,0.16578947368421051,1.35,0.04,10.390346736244169,43.178951566607445,-4.822850682262791,73.28851484557089
100.0,100.0,0.16578947368421051,1.35,0.06,11.904873606337567,40.55818046721452,-5.960256438182135,78.07144158202537
100.0,100.0,0.16578947368421051,1.35,0.08,13.509214335111288,37.35532954021206,-7.168224290230198,82.2567822490596
100.0,100.0,0.16578947368421051,1.35,0.1,15.190724760628008,33.73606455489061,-8.425593184822251,85.78008606144108
100.0,100.0,0.16578947368421051,1.5666666666666667,0.0,8.263740160518303,49.66617205053703,-2.627913358777015,71.86007020759399
100.0,100.0,0.16578947368421051,1.5666666666666667,0.02,9.77089278925456,48.33991954837244,-3.5634060732893538,78.77723024445571
100.0,100.0,0.16578947368421051,1.5666666666666667,0.04,11.411103406781145,45.98852927198983,-4.607020488971472,85.136460024123
100.0,100.0,0.16578947368421051,1.5666666666666667,0.06,13.171555826553622,42.76529592374822,-5.73936925190747,90.77767571801951
100.0,100.0,0.16578947368421051,1.5666666666666667,0.08,15.03660153229265,38.87154523849074,-6.937385090775619,95.57904327947236
100.0,100.0,0.16578947368421051,1.5666666666666667,0.1,16.988590124283206,34.53587723949451,-8.176038001523342,99.46283747007419
100.0,100.0,0.16578947368421051,1.7833333333333334,0.0,8.81448646166389,52.949925658836264,-2.4612729831579077,81.30708290501636
100.0,100.0,0.16578947368421051,1.7833333333333334,0.02,10.52363084721734,51.34343613760524,-3.3903474198050834,89.50094690614208
100.0,100.0,0.16578947368421051,1.7833333333333334,0.04,12.389447721932783,48.5102478509071,-4.429142207711806,96.93481768349523
100.0,100.0,0.16578947368421051,1.7833333333333334,0.06,14.394532033402065,44.659210839395364,-5.554671006162861,103.39694051471105
100.0,100.0,0.16578947368421051,1.7833333333333334,0.08,16.5178110981726,40.06061232156755,-6.739932934065222,108.73416437024632
100.0,100.0,0.16578947368421051,1.7833333333333334,0.1,18.73580504233184,35.01491766501693,-7.956175679706832,112.85960910087623
100.0,100.0,0.16578947368421051,2.0,0.0,9.33228880908348,56.03260232279777,-2.3224039120633284,90.66771119091652
100.0,100.0,0.16578947368421051,2.0,0.02,11.242051487044797,54.1295864906977,-3.245214381747869,100.16854679886883
100.0,100.0,0.16578947368421051,2.0,0.04,13.332363312166379,50.7911724777128,-4.278590231165337,108.6714896472173
100.0,100.0,0.16578947368421051,2.0,0.06,15.580441805467878,46.29151342697929,-5.3958692090657,115.90692657631952
100.0,100.0,0.16578947368421051,2.0,0.08,17.95893979717426,40.980205623035,-6.566140524004202,121.69047108939442
100.0,100.0,0.16578947368421051,2.0,0.1,20.43776113118853,35.23761442734939,-7.757117232673683,125.93221690448668
100.0,100.0,0.19473684210526315,0.05,0.0,1.7370362457481505,8.91850650832007,-17.36761793725487,2.456574093856296
100.0,100.0,0.19473684210526315,0.05,0.02,1.786600898393523,8.911698079543376,-18.35431066849315,2.4998781260874874
100.0,100.0,0.19473684210526315,0.05,0.04,1.8370307689629897,8.900199713956523,-19.36644137385837,2.5430918872972126
100.0,100.0,0.19473684210526315,0.05,0.06,1.888323812463554,8.884029580053388,-20.40390838361187,2.586191439765356
100.0,100.0,0.19473684210526315,0.05,0.08,1.9404775064458306,8.863213201654624,-21.466586268922526,2.6291529818522044
100.0,100.0,0.19473684210526315,0.05,0.1,1.993488854100903,8.837783390772563,-22.554326058194025,2.671952885450043
100.0,100.0,0.19473684210526315,0.26666666666666666,0.0,4.01014052309192,20.575265521540036,-7.512679187141265,12.798647930254411
100.0,100.0,0.19473684210526315,0.26666666666666666,0.02,4.271050806364578,20.4916319555207,-8.479008963022103,13.291560425259714
100.0,100.0,0.19473684210526315,0.26666666666666666,0.04,4.541765016895269,20.35101526454683,-9.497616172622836,13.77878557264568
100.0,100.0,0.19473684210526315,0.26666666666666666,0.06,4.822154228783489,20.154593695347472,-10.567311364135108,14.25881220048981
100.0,100.0,0.19473684210526315,0.26666666666666666,0.08,5.112059737501653,19.904003954444462,-11.686633092193965,14.730175669776633
100.0,100.0,0.19473684210526315,0.26666666666666666,0.1,5.411294111481368,19.601318500253637,-12.853861568281012,15.191469852888366
100.0,100.0,0.19473684210526315,0.48333333333333334,0.0,5.396969782415972,27.671863515243345,-5.574549637372071,22.862398969249472
100.0,100.0,0.19473684210526315,0.48333333333333334,0.02,5.8656790377199215,27.468331066153883,-6.526858032737183,24.005001214697657
100.0,100.0,0.19473684210526315,0.48333333333333334,0.04,6.357006725660149,27.127642390078528,-7.544072216969155,25.123146628317716
100.0,100.0,0.19473684210526315,0.48333333333333334,0.06,6.8703989678860395,26.654942050226868,-8.623395431778004,26.210413966878622
100.0,100.0,0.19473684210526315,0.48333333333333334,0.08,7.405176948859896,26.057295975978402,-9.761415417360269,27.260746070525283
100.0,100.0,0.19473684210526315,0.48333333333333334,0.1,7.960545085941817,25.34351574892622,-10.954162393086634,28.268537109297593
100.0,100.0,0.19473684210526315,0.7000000000000001,0.0,6.492725779953588,33.2673344307889,-4.6274111802225155,32.72754597701624
100.0,100.0,0.19473684210526315,0.7000000000000001,0.02,7.166451330277141,32.913543240602586,-5.567808593464333,34.63631394200225
100.0,100.0,0.19473684210526315,0.7000000000000001,0.04,7.877776176427915,32.32396754500831,-6.581036122867669,36.484790099835045
100.0,100.0,0.19473684210526315,0.7000000000000001,0.06,8.625336933300403,31.511427421144255,-7.662375012006011,38.25740958821323
100.0,100.0,0.19473684210526315,0.7000000000000001,0.08,9.4074713893977,30.493331937760846,-8.806114446485447,39.939906614078204
100.0,100.0,0.19473684210526315,0.7000000000000001,0.1,10.222247451465577,29.291059194806948,-10.005692074094966,41.51960267108957
100.0,100.0,0.19473684210526315,0.9166666666666667,0.0,7.427372908561807,38.030203956643334,-4.039571903528621,42.429120750242504
100.0,100.0,0.19473684210526315,0.9166666666666667,0.02,8.30367217543769,37.50144963946521,-4.96924216994418,45.1840858601329
100.0,100.0,0.19473684210526315,0.9166666666666667,0.04,9.233963569607631,36.624215068987276,-5.977058921112633,47.82321710318232
100.0,100.0,0.19473684210526315,0.9166666666666667,0.06,10.21563248279336,35.42333641668076,-7.056159703960432,50.317200999811234
100.0,100.0,0.19473684210526315,0.9166666666666667,0.08,11.245509381514182,33.93215717277196,-8.198311786044265,52.639982129808885
100.0,100.0,0.19473684210526315,0.9166666666666667,0.1,12.319941880269475,32.19099084718586,-9.394176835655681,54.76942815107505
100.0,100.0,0.19473684210526315,1.1333333333333335,0.0,8.255813057776066,42.24309375084347,-3.6292441225569854,51.98837260059358
100.0,100.0,0.19473684210526315,1.1333333333333335,0.02,9.332452490511166,41.5181397166949,-4.548978648796438,55.6476713022748
100.0,100.0,0.19473684210526315,1.1333333333333335,0.04,10.480431708904305,40.32073139143822,-5.550460907933718,59.1139102763316
100.0,100.0,0.19473684210526315,1.1333333333333335,0.06,11.695401787141584,38.69254201590578,-6.624520673491442,62.33930623370472
100.0,100.0,0.19473684210526315,1.1333333333333335,0.08,12.972122553598453,36.68888138535637,-7.7602579781727945,65.28275739062167
100.0,100.0,0.19473684210526315,1.1333333333333335,0.1,14.304609326696408,34.37557922656665,-8.945474780764473,67.91108879472634
100.0,100.0,0.19473684210526315,1.35,0.0,9.007400090289025,46.05722005239122,-3.3218657737592103,61.42000493905491
100.0,100.0,0.19473684210526315,1.35,0.02,10.282292766498514,45.117253854335125,-4.232245606705514,66.02678995125387
100.0,100.0,0.19473684210526315,1.35,0.04,11.646512883267214,43.57159101536585,-5.226740446924573,70.34006458577436
100.0,100.0,0.19473684210526315,1.35,0.06,13.093463161335606,41.483940581822296,-6.293748656756248,74.28891488546189
100.0,100.0,0.19473684210526315,1.35,0.08,14.61524425807903,38.937889905148154,-7.419612731466033,77.81445410367083
100.0,100.0,0.19473684210526315,1.35,0.1,16.20291697285561,36.03135929747641,-8.589260516339516,80.87185133883013
100.0,100.0,0.19473684210526315,1.5666666666666667,0.0,9.700016251306849,49.56476932229352,-3.080453188563595,70.73498726980964
100.0,100.0,0.19473684210526315,1.5666666666666667,0.02,11.171186197705772,48.3928047300115,-3.981930885662622,76.32137003342838
100.0,100.0,0.19473684210526315,1.5666666666666667,0.04,12.750078201259534,46.4741868669999,-4.968952236539781,81.48934105752325
100.0,100.0,0.19473684210526315,1.5666666666666667,0.06,14.427309242863238,43.900160546737276,-6.027390977033196,86.14038690487502
100.0,100.0,0.19473684210526315,1.5666666666666667,0.08,16.191717381000835,40.789062098371964,-7.140783061129151,90.19575278790983
100.0,100.0,0.19473684210526315,1.5666666666666667,0.1,18.030789329492258,37.27731574674476,-8.291218680289864,93.59942557113182
100.0,100.0,0.19473684210526315,1.7833333333333334,0.0,10.345513588106712,52.826884935449705,-2.884301145024553,79.94191705060486
100.0,100.0,0.19473684210526315,1.7833333333333334,0.02,12.011073058808378,51.40738042834048,-3.7772438712877823,86.5314720518539
100.0,100.0,0.19473684210526315,1.7833333333333334,0.04,13.802975471562362,49.09380870182913,-4.756417454623076,92.55227893301928
100.0,100.0,0.19473684210526315,1.7833333333333334,0.06,15.708497172285256,46.01069126264872,-5.805101712880607,97.87405046976998
100.0,100.0,0.19473684210526315,1.7833333333333334,0.08,17.712603201842846,42.317652740725734,-6.9040092800725485,102.39683565972517
100.0,100.0,0.19473684210526315,1.7833333333333334,0.1,19.798598873360504,38.19576061816185,-8.032467597059936,106.05506312462182
100.0,100.0,0.19473684210526315,2.0,0.0,10.952227637147203,55.88659977615137,-2.7207949891021057,89.0477723628528
100.0,100.0,0.19473684210526315,2.0,0.02,12.810361562434466,54.205196948230984,-3.605509684450266,96.65724646021786
100.0,100.0,0.19473684210526315,2.0,0.04,14.813540872038004,51.476904618548424,-4.576540650524268,103.52140944158896
100.0,100.0,0.19473684210526315,2.0,0.06,16.94513353889613,47.865453712802186,-5.614523891567122,109.47440220251457
100.0,100.0,0.19473684210526315,2.0,0.08,19.1856204251712,43.578290906519506,-6.697357733879079,114.39457612522627
100.0,100.0,0.19473684210526315,2.0,0.1,21.513537693843148,38.846908761296575,-7.801711298171029,118.20960427478974
100.0,100.0,0.22368421052631576,0.05,0.0,1.9951939932093126,8.91783139243162,-19.94778074622862,2.4501201501697674
100.0,100.0,0.22368421052631576,0.05,0.02,2.044570370142715,8.911592328254194,-20.928827610072812,2.487506663234234
100.0,100.0,0.22368421052631576,0.05,0.04,2.094693771774402,8.90179866247794,-21.93177404770008,2.524819983617703
100.0,100.0,0.22368421052631576,0.05,0.06,2.1455625762827566,8.888462125185068,-22.95653952371966,2.562044325890709
100.0,100.0,0.22368421052631576,0.05,0.08,2.197174846882696,8.871598675981534,-24.003027831075336,2.5991639822768478
100.0,100.0,0.22368421052631576,0.05,0.1,2.249528333566552,8.851228472170355,-25.071127212667086,2.636163341406175
100.0,100.0,0.22368421052631576,0.26666666666666666,0.0,4.605622869200921,20.566960148534555,-8.625945457033406,12.719250284106543
100.0,100.0,0.22368421052631576,0.26666666666666666,0.02,4.864220602588304,20.490335106809596,-9.579296658248063,13.13984464864856
100.0,100.0,0.22368421052631576,0.26666666666666666,0.04,5.131186153897495,20.37052217934102,-10.576937497269395,13.555864502278858
100.0,100.0,0.22368421052631576,0.26666666666666666,0.06,5.406418052466243,20.208282710175418,-11.617934342555296,13.966315710371992
100.0,100.0,0.22368421052631576,0.26666666666666666,0.08,5.689795200276592,20.004642856398682,-12.701174355627312,14.370230700875778
100.0,100.0,0.22368421052631576,0.26666666666666666,0.1,5.981177464015055,19.760882778851208,-13.825373180742833,14.766674496862212
100.0,100.0,0.22368421052631576,0.48333333333333334,0.0,6.197711151137142,27.651621260322973,-6.398514901435896,22.668886471808523
100.0,100.0,0.22368421052631576,0.48333333333333334,0.02,6.660793013830208,27.465180331061383,-7.3334307837511075,23.636397791076057
100.0,100.0,0.22368421052631576,0.48333333333333334,0.04,7.143036529469008,27.17479021315038,-8.322743019147431,24.584334459946525
100.0,100.0,0.22368421052631576,0.48333333333333334,0.06,7.644007749937195,26.783777922934274,-9.364268304022602,25.508481730151093
100.0,100.0,0.22368421052631576,0.48333333333333334,0.08,8.163190434309875,26.296585499184243,-10.455418148002483,26.404832767580892
100.0,100.0,0.22368421052631576,0.48333333333333334,0.1,8.69999065605294,25.718686015396084,-11.593231604086522,27.26963286744451
100.0,100.0,0.22368421052631576,0.7000000000000001,0.0,7.455229205589724,33.23209583796623,-5.309639372607385,32.390669778043595
100.0,100.0,0.22368421052631576,0.7000000000000001,0.02,8.119173748193575,32.9080756702309,-6.229202257205983,33.99665584631291
100.0,100.0,0.22368421052631576,0.7000000000000001,0.04,8.814774861684228,32.405361966553116,-7.209238407148428,35.55457452124833
100.0,100.0,0.22368421052631576,0.7000000000000001,0.06,9.540968154373495,31.732252430405342,-8.246079750171177,37.05423180935554
100.0,100.0,0.22368421052631576,0.7000000000000001,0.08,10.296492514465633,30.8997209925576,-9.335405598623435,38.48617588980709
100.0,100.0,0.22368421052631576,0.7000000000000001,0.1,11.07990645881145,29.921120250783265,-10.472322143148787,39.84184419524444
100.0,100.0,0.22368421052631576,0.9166666666666667,0.0,8.527501264696845,37.97746015992629,-4.633613560182393,41.92489525368062
100.0,100.0,0.22368421052631576,0.9166666666666667,0.02,9.389183690969645,37.49329189621155,-5.539551766651425,44.229687692270495
100.0,100.0,0.22368421052631576,0.9166666666666667,0.04,10.296074858133366,36.74503005802818,-6.5098245736524785,46.442441821672126
100.0,100.0,0.22368421052631576,0.9166666666666667,0.06,11.246139648071527,35.7487630100977,-7.539116694405854,48.54400090448337
100.0,100.0,0.22368421052631576,0.9166666666666667,0.08,12.23697780552962,34.52556611782027,-8.621211965002406,50.51707043207708
100.0,100.0,0.22368421052631576,0.9166666666666667,0.1,13.265864714573539,33.10076080600536,-9.74914340521696,52.346560137596846
100.0,100.0,0.22368421052631576,1.1333333333333335,0.0,9.47761510886555,42.170671259521995,-4.161579400610723,51.2960181049762
100.0,100.0,0.22368421052631576,1.1333333333333335,0.02,10.534215681179894,41.50697378619433,-5.055047380987565,54.34131835509469
100.0,100.0,0.22368421052631576,1.1333333333333335,0.04,11.650247560054197,40.485242888588346,-6.015266373659699,57.233677334941206
100.0,100.0,0.22368421052631576,1.1333333333333335,0.06,12.822334586472913,39.13249597269741,-7.035156086780256,59.941936076040534
100.0,100.0,0.22368421052631576,1.1333333333333335,0.08,14.046514416588714,37.48378783073174,-8.106499641603572,62.43875645321841
100.0,100.0,0.22368421052631576,1.1333333333333335,0.1,15.318321679392454,35.58070216778416,-9.220188855197858,64.70126732037856
100.0,100.0,0.22368421052631576,1.35,0.0,10.339305203571584,45.9631783764438,-3.80786565496854,60.520968987589185
100.0,100.0,0.22368421052631576,1.35,0.02,11.588217965270182,45.102800633697676,-4.689710033545026,64.3358184574274
100.0,100.0,0.22368421052631576,1.35,0.04,12.911190820590221,43.783435195288824,-5.639691051542273,67.91878379219813
100.0,100.0,0.22368421052631576,1.35,0.06,14.303114282316656,42.046419706931886,-6.648876722961667,71.22372461994429
100.0,100.0,0.22368421052631576,1.35,0.08,15.758022805894434,39.9448757839489,-7.706984851247242,74.21138183789499
100.0,100.0,0.22368421052631576,1.35,0.1,17.269243639029526,37.54101360538562,-8.802748215508487,76.85044095597276
100.0,100.0,0.22368421052631576,1.5666666666666667,0.0,11.133124813496487,49.44734248695455,-3.529975457495355,69.61238556276109
100.0,100.0,0.22368421052631576,1.5666666666666667,0.02,12.571905362231227,48.37481459438148,-4.400854710952043,74.21656372704875
100.0,100.0,0.22368421052631576,1.5666666666666667,0.04,14.099587150015616,46.73651020740008,-5.34047892661269,78.4910156027797
100.0,100.0,0.22368421052631576,1.5666666666666667,0.06,15.70891891917821,44.59168231034997,-6.338000962859348,82.37178691662537
100.0,100.0,0.22368421052631576,1.5666666666666667,0.08,17.391480248205653,42.01574254569189,-7.381039034994789,85.80623401233525
100.0,100.0,0.22368421052631576,1.5666666666666667,0.1,19.137924699507053,39.09586609950924,-8.456185920543879,88.7546063719644
100.0,100.0,0.22368421052631576,1.7833333333333334,0.0,11.872697863901266,52.68444427087448,-3.3041154178733376,78.58017773802138
100.0,100.0,0.22368421052631576,1.7833333333333334,0.02,13.49903007013814,51.38562719207785,-4.164562901983778,83.98635582206566
100.0,100.0,0.22368421052631576,1.7833333333333334,0.04,15.229168016035253,49.40936509756735,-5.093755095507856,88.94539603569376
100.0,100.0,0.22368421052631576,1.7833333333333334,0.06,17.053298521269994,46.836586761716354,-6.0788843769264975,93.37291120135582
100.0,100.0,0.22368421052631576,1.7833333333333334,0.08,18.960089838696895,43.76929548309953,-7.105458658413703,97.20188901820032
100.0,100.0,0.22368421052631576,1.7833333333333334,0.1,20.93706282927689,40.32387200088559,-8.157977718056655,100.38486860259881
100.0,100.0,0.22368421052631576,2.0,0.0,12.567607158692034,55.71762847588651,-3.1157884345068103,87.43239284130796
100.0,100.0,0.22368421052631576,2.0,0.02,14.37928037258164,54.179473710439396,-3.9662492051752247,93.64760042624957
100.0,100.0,0.22368421052631576,2.0,0.04,16.309608924046543,51.8481229191547,-4.884964988629557,99.2781689009467
100.0,100.0,0.22368421052631576,2.0,0.06,18.345789373472407,48.83007497704529,-5.857136962370703,104.21692565251358
100.0,100.0,0.22368421052631576,2.0,0.08,20.473121985178075,45.25825877553041,-6.8661707958879035,108.38203312219623
100.0,100.0,0.22368421052631576,2.0,0.1,22.67554852502891,41.282347812475884,-7.894541875180501,111.71979060807782
100.0,100.0,0.2526315789473684,0.05,0.0,2.2533308466681063,8.917062926482714,-22.527316866903696,2.443666728833297
100.0,100.0,0.2526315789473684,0.05,0.02,2.3025325341506218,8.911209155933376,-23.503125468525422,2.476492686471175
100.0,100.0,0.2526315789473684,0.05,0.04,2.35239014422352,8.902569010299812,-24.49810638548585,2.5092571598579085
100.0,100.0,0.2526315789473684,0.05,0.06,2.4029023376576006,8.89115060281854,-25.512193196589894,2.541949201750799
100.0,100.0,0.2526315789473684,0.05,0.08,2.4540675567436026,8.87696464749812,-26.545308612531414,2.57455791309826
100.0,100.0,0.2526315789473684,0.05,0.1,2.5058840263583235,8.860024442365834,-27.597364550370422,2.6070724532494203
100.0,100.0,0.2526315789473684,0.26666666666666666,0.0,5.200848219350583,20.55750968477684,-9.737767745420609,12.639886904086591
100.0,100.0,0.2526315789473684,0.26666666666666666,0.02,5.457300787829247,20.485636748344533,-10.679082120172616,13.004792665388726
100.0,100.0,0.2526315789473684,0.26666666666666666,0.04,5.721014512487088,20.37992572011079,-11.658532051388297,13.365886840484404
100.0,100.0,0.2526315789473684,0.26666666666666666,0.06,5.991906267716033,20.240903355989776,-12.675354890211482,13.722482505288923
100.0,100.0,0.2526315789473684,0.26666666666666666,0.08,6.26987934856102,20.069259613780737,-13.728664158655777,14.073909208847914
100.0,100.0,0.2526315789473684,0.26666666666666666,0.1,6.554823833320214,19.8658419495009,-14.817454259327697,14.419516264100794
100.0,100.0,0.2526315789473684,0.48333333333333334,0.0,6.997826266754885,27.628596212048073,-7.220540570843779,22.475525318867568
100.0,100.0,0.2526315789473684,0.48333333333333334,0.02,7.455689290030847,27.45376687687564,-8.139332356433625,23.308320093194585
100.0,100.0,0.2526315789473684,0.48333333333333334,0.04,7.930050863493491,27.197531492903547,-9.104427212055217,24.124887255796374
100.0,100.0,0.2526315789473684,0.48333333333333334,0.06,8.420557219977624,26.86219265719476,-10.114052178968457,24.922324678005484
100.0,100.0,0.2526315789473684,0.48333333333333334,0.08,8.926797796500864,26.45074174915218,-11.166155283372355,25.697859092765942
100.0,100.0,0.2526315789473684,0.48333333333333334,0.1,9.448308056439203,25.966814505674087,-12.25842558839869,26.448870266584304
100.0,100.0,0.2526315789473684,0.7000000000000001,0.0,8.416642613873414,33.192026893791045,-5.98953868760139,32.0541750851443
100.0,100.0,0.2526315789473684,0.7000000000000001,0.02,9.071518406801744,32.888271895920575,-6.889794144735483,33.42739361782256
100.0,100.0,0.2526315789473684,0.7000000000000001,0.04,9.753473696968854,32.44464439341702,-7.841011259546621,34.76092527338054
100.0,100.0,0.2526315789473684,0.7000000000000001,0.06,10.461644102829126,31.866888918008787,-8.840225335604288,36.04777505290871
100.0,100.0,0.2526315789473684,0.7000000000000001,0.08,11.195029797740148,31.162407204680253,-9.88402383239313,37.28140768394475
100.0,100.0,0.2526315789473684,0.7000000000000001,0.1,11.952505526951647,30.340100414547226,-10.96859508373218,38.455828220381406
100.0,100.0,0.2526315789473684,0.9166666666666667,0.0,9.62599840998292,37.91750750594456,-5.224996249622982,41.4214173954245
100.0,100.0,0.2526315789473684,0.9166666666666667,0.02,10.474131613928805,37.46374771231129,-6.108950620828969,43.38042667515123
100.0,100.0,0.2526315789473684,0.9166666666666667,0.04,11.360710433070807,36.8033711945875,-7.0466130693750255,45.26371064641016
100.0,100.0,0.2526315789473684,0.9166666666666667,0.06,12.28408761685808,35.94751939709397,-8.033704882762216,47.05816972668106
100.0,100.0,0.2526315789473684,0.9166666666666667,0.08,13.24236511288882,34.91042970865686,-9.065331348620997,48.75185725068372
100.0,100.0,0.2526315789473684,0.9166666666666667,0.1,14.233419057866136,33.709041624409366,-10.136073757350477,50.33416739049386
100.0,100.0,0.2526315789473684,1.1333333333333335,0.0,10.697177737463015,42.088379155049225,-4.69096485938629,50.60493261543764
100.0,100.0,0.2526315789473684,1.1333333333333335,0.02,11.735207498578774,41.46653992042559,-5.56011091749577,53.179015651897046
100.0,100.0,0.2526315789473684,1.1333333333333335,0.04,12.82350167562354,40.564730729680186,-6.484475642867261,55.627660208564805
100.0,100.0,0.2526315789473684,1.1333333333333335,0.06,13.95933557636176,39.40166724798177,-7.4583800844095265,57.92963428870959
100.0,100.0,0.2526315789473684,1.1333333333333335,0.08,15.139582852709857,38.00106803845247,-8.475371053807486,60.06607021910219
